NroInstrumento;LinkExterno;Modalidade;ValorDoInstrumento;IngressoDeContrapartida;AcaoOrçamentaria;Objeto;NomeProponente;Estado;CNPJ;SituacaoInstrumento;DataFimDeVigenciaConv;NroProcesso;NroDaEmenda
914546;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1657854&Usr=guest&Pwd=guest;CONVENIO;222990.00;4333.33;2E870023;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no Município de Guaramiranga.;MUNICIPIO DE GUARAMIRANGA;MG;07.606.478/0001-09;Em execução;2023-11-10;02000.002492/2021-30;20830011
914382;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1656859&Usr=guest&Pwd=guest;CONVENIO;366945.00;53990.00;2E870031;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos;MUNICIPIO DE MANHUACU;ES;18.385.088/0001-72;Em execução;2023-11-10;02000.002455/2021-20;14050008
916214;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1662656&Usr=guest&Pwd=guest;TERMO DE FOMENTO;271450.00;0;-;Recuperação florestal em áreas de preservação permanente no entorno de nascentes e faixas marginais dos cursos d’água da bacia hidrográfica do rio Jucu no município de Marechal Floriano, cujos mananciais de superfície contribuem para o abastecimento dos reservatórios da Região Metropolitana da Grande Vitória.;IBRAMAR - INSTITUTO BRASILEIRO DOS RECURSOS AMBIENTAIS E ASSESSORIA RURAL;SP;10.468.208/0001-93;Em execução;2023-11-12;02000.002686/2021-30;39830008
915324;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1656727&Usr=guest&Pwd=guest;CONVENIO;105087.51;21450.00;2E870035;Estruturação das atividades de saúde e bem estar animal, com enfoque no controle populacional de cães e gatos.;MUNICIPIO DE PEDRO DE TOLEDO;SP;46.578.530/0001-12;Em execução;2023-11-17;02000.002673/2021-60;41710009
915265;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1662043&Usr=guest&Pwd=guest;CONVENIO;2578.00;32952.42;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos no município da Estância Turística de Olímpia – SP.;MUNICIPIO DA ESTANCIA TURISTICA DE OLIMPIA;ES;46.596.151/0001-55;Prestação de Contas enviada para Análise;2023-11-17;02000.002534/2021-30;39550013
918436;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700558&Usr=guest&Pwd=guest;CONVENIO;156800.38;0;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluído controle populacional de cães e gatos.;MUNICIPIO DE ITAPOLIS;RJ;49.979.255/0001-37;Em execução;2023-11-26;02000.005447/2021-30;28150003
915468;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1660422&Usr=guest&Pwd=guest;CONVENIO;408515.00;2800.00;2E870032;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE COLATINA;RS;27.165.729/0001-74;Em execução;2023-11-26;02000.002603/2021-10;30930008
915403;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1658315&Usr=guest&Pwd=guest;CONVENIO;100000.00;6800.38;2E870033;Estruturação de atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos em situação de rua e vulneráveis no município de Cambuci/RJ.;MUNICIPIO DE CAMBUCI;RN;29.111.085/0001-67;Em execução;2023-11-26;02000.002550/2021-20;27780010
915344;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1662540&Usr=guest&Pwd=guest;CONVENIO;343300.00;3400.00;2E870043;Estruturação das atividades de saúde e bem estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE ERECHIM;SC;87.613.477/0001-20;Em execução;2023-11-26;02000.002586/2021-10;40730006
936964;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1748939&Usr=guest&Pwd=guest;TERMO DE FOMENTO;260000.00;0;1,04E+91;Contribuir com a diminuição de dados/índices relativos aos maus-tratos contra os animais; controle populacional de caninos e felinos em situação de rua através de atendimento médico veterinário (castração), alimentação e recepção de tutores responsáveis e dispostos à adoção de animais no município de Mossoró/RN.;CEMAPA - CENTRO MODELO DE AJUDA E PROTECAO DOS ANIMAIS/ ABRIGO MOSSORO;MG;22.705.881/0001-89;Em execução;2023-11-30;02000.004998/2022-60;37420008
915458;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1660859&Usr=guest&Pwd=guest;CONVENIO;100000.00;300;2E870042;Estruturação das atividades de saúde e bem estar animal, incluído o controle populacional de cães e gatos na cidade de Blumenau-SC.;MUNICIPIO DE BLUMENAU;CE;83.108.357/0001-15;Em execução;2023-12-01;02000.002590/2021-70;29250015
915415;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1657909&Usr=guest&Pwd=guest;CONVENIO;1015.60;2000.00;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos através da aquisição do castramóvel, proporcionando qualidade de vida e controle de natalidade animal.;MUNICIPIO DE ITAPETININGA;SP;46.634.291/0001-70;Prestação de Contas enviada para Análise;2023-12-01;02000.002559/2021-30;28010009
915345;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1662452&Usr=guest&Pwd=guest;CONVENIO;203000.00;10000.00;2E870031;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos;MUNICIPIO DE JUIZ DE FORA;MG;18.338.178/0001-02;Em execução;2023-12-02;02000.002634/2021-60;27550007
929831;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1745802&Usr=guest&Pwd=guest;TERMO DE FOMENTO;251210.05;0;1,04E+91;Desenvolvimento de Campanhas educativas de conscientização sobre a posse responsável de animais domésticos e a realização de castrações de cães e gatos.;ASSOCIACAO PROTETORA DOS ANIMAIS JERI SOBRE PATAS;PR;21.928.837/0001-75;Em execução;2023-12-08;02000.001788/2022-10;39360003
919199;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700748&Usr=guest&Pwd=guest;CONVENIO;105000.00;1560.00;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos no Município de Araçatuba;MUNICIPIO DE ARACATUBA;GO;45.511.847/0001-79;Em execução;2023-12-10;02000.002625/2021-70;28150003
918694;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1663439&Usr=guest&Pwd=guest;CONVENIO;240000.00;13000.00;2E870031;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos.;MUNICIPIO DE LAJINHA;RJ;18.392.522/0001-41;Em execução;2023-12-10;02000.002614/2021-90;37140001
913890;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1661336&Usr=guest&Pwd=guest;CONVENIO;179729.62;51210.05;2E870041;Contribuir para o Controle da População de animais em Situações Excepcionais e atenção veterinária.;MUNICIPIO DE ARAPONGAS;RS;76.958.966/0001-06;Em execução;2023-12-10;02000.002522/2021-10;39150005
913715;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1660377&Usr=guest&Pwd=guest;CONVENIO;101254..44;35000.00;2E870024;Controle populacional dos animais de rua no Municipal de Pau dos Ferros/RN;MUNICIPIO DE PAU DOS FERROS;SP;08.148.421/0001-76;Prestação de Contas enviada para Análise;2023-12-10;02000.002466/2021-10;37420006
931899;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1747525&Usr=guest&Pwd=guest;CONVENIO;116500.00;0;1,04E+91;Custeio para castração de cães e gatos para o municipio de Caldas-Novas-Go.;MUNICIPIO DE CALDAS NOVAS;SP;01.787.506/0001-55;Em execução;2023-12-13;02000.001775/2022-40;40580004
931497;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750406&Usr=guest&Pwd=guest;CONVENIO;105000.00;0;1,04E+91;Aquisição de veículo reboque com a finalidade de funcionamento de serviço médico veterinário móvel (castramóvel), para estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE RIO DE JANEIRO;SP;42.498.733/0001-48;Em execução;2023-12-16;02000.001726/2022-10;39540002
919232;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1661517&Usr=guest&Pwd=guest;CONVENIO;250000.00;4729.62;2E870043;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães.;MUNICIPIO DE SANTO ANTONIO DA PATRULHA;RJ;88.814.199/0001-32;Em execução;2023-12-16;02000.002587/2021-50;28730003
919219;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700810&Usr=guest&Pwd=guest;CONVENIO;344500.00;1254.44;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;MUNICIPIO DE MOGI-MIRIM;PR;45.332.095/0001-89;Em execução;2023-12-16;02000.005478/2021-90;28150003
919218;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1701820&Usr=guest&Pwd=guest;CONVENIO;176300.00;16500.00;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos no município de Charqueada/SP.;MUNICIPIO DE CHARQUEADA;RS;45.732.013/0001-93;Em execução;2023-12-16;02000.005479/2021-30;28150003
918719;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1701485&Usr=guest&Pwd=guest;CONVENIO;102000.00;5000.00;2E870035;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos no Município de Marília-SP;MUNICIPIO DE MARILIA;SP;44.477.909/0001-00;Em execução;2023-12-16;02000.005460/2021-90;28150003
914381;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1663587&Usr=guest&Pwd=guest;TERMO DE FOMENTO;128490.00;0;2E870033;atender 700 animais em situa��o de risco por ano, castrar e realizar atendimento inicial na UMEES.;ASSOCIACAO SEGUNDA CHANCE RESGATES E PROTECAO ANIMAL;SP;08.665.637/0001-09;Em execução;2023-12-16;02000.002473/2021-10;37560012
914346;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1657171&Usr=guest&Pwd=guest;CONVENIO;101000.00;2000.00;2E874333;Estruturação das atividades de saúde e bem estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE SANTA HELENA;SP;76.206.457/0001-19;Em execução;2023-12-16;02000.002520/2021-10;38090011
921046;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1661745&Usr=guest&Pwd=guest;CONVENIO;1020000.00;1300.00;2E870043;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães.;MUNICIPIO DE TORRES;SP;87.876.801/0001-01;Em execução;2023-12-20;02000.002606/2021-40;32400001
919496;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700350&Usr=guest&Pwd=guest;CONVENIO;350000.00;2000.00;2E870035;Contratação de prestação de serviço médico veterinário de castração de cães e gatos, através de Unidade Móvel de Esterilização e Educação em Saúde, com fornecimento de kit pós cirurgia e implantação de chip identificador;MUNICIPIO DE CACAPAVA;PE;45.189.305/0001-21;Em execução;2023-12-20;02000.005462/2021-80;28150003
919280;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700092&Usr=guest&Pwd=guest;CONVENIO;202000.00;28490.00;2E870035;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos do município de Presidente Prudente - SP.;MUNICIPIO DE PRESIDENTE PRUDENTE;RS;55.356.653/0001-08;Em execução;2023-12-20;02000.005406/2021-40;28150003
919216;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1699951&Usr=guest&Pwd=guest;CONVENIO;263033.34;1000.00;2E870035;Adequação da Unidade Móvel de Esterilização e Educação em Saúde (UMEES) e ampliação das atividades do Departamento de Proteção e Bem Estar Animal.;MUNICIPIO DE LIMEIRA;RJ;45.132.495/0001-40;Em execução;2023-12-20;02000.005461/2021-30;28150003
914081;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1657244&Usr=guest&Pwd=guest;CONVENIO;100000.00;20000.00;2E873669;Estruturação do projeto de controle populacional de cães e gatos com a modernização do Departamento de Proteção e Bem-Estar Animal no município de Limeira/SP.;MUNICIPIO DE LIMEIRA;CE;45.132.495/0001-40;Em execução;2023-12-20;02000.002616/2021-80;37300003
930153;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750429&Usr=guest&Pwd=guest;TERMO DE FOMENTO;100000.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos.;LAIKA VITAE;CE;21.977.188/0001-00;Em execução;2023-12-23;02000.001725/2022-60;41750016
931565;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1750295&Usr=guest&Pwd=guest;CONVENIO;467420.66;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no atendimento de urgência e emergência para animais domésticos de pequeno porte, posse responsável e conscientização da causa animal.;MUNICIPIO DO RIO GRANDE;RJ;88.566.872/0001-62;Em execução;2023-12-26;02000.001729/2022-40;32400009
930152;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749616&Usr=guest&Pwd=guest;CONVENIO;262500.00;15511.34;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no Município de Petrópolis.;MUNICIPIO DE PETROPOLIS;MG;29.138.344/0001-43;Em execução;2023-12-26;02000.001746/2022-80;42100006
930139;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749702&Usr=guest&Pwd=guest;TERMO DE FOMENTO;120782.83;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;ORGANIZACAO NAO GOVERNAMENTAL SAO LAZARO - APOIO AO ANIMAL CARENTE;SP;13.043.465/0001-71;Em execução;2023-12-26;02000.001743/2022-40;39360003
930155;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749462&Usr=guest&Pwd=guest;TERMO DE FOMENTO;164320.00;0;1,04E+91;Contratação de serviço para estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;ORGANIZACAO NAO GOVERNAMENTAL SAO LAZARO - APOIO AO ANIMAL CARENTE;PB;13.043.465/0001-71;Em execução;2023-12-27;02000.001748/2022-70;37330002
922608;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1718795&Usr=guest&Pwd=guest;CONVENIO;180300.00;6000.00;2E870033;Estruturação das atividades de Saúde e Bem-Estar Animal, incluindo o Controle Populacional de cães e gatos.;MUNICIPIO DE RIO DAS FLORES;RJ;29.179.454/0001-53;Em execução;2023-12-27;02000.006954/2021-90;37650002
921010;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1718726&Usr=guest&Pwd=guest;CONVENIO;187200.00;12500.00;2E870031;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;MUNICIPIO DE VARGINHA;MG;18.240.119/0001-05;Em execução;2023-12-27;02000.002633/2021-10;27550007
919203;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1701327&Usr=guest&Pwd=guest;CONVENIO;252525.25;20782.83;2E870035;Aquisição de equipamentos e insumos para reestruturação do Centro de Zoonoses do Município de Barra Bonita-SP;MUNICIPIO DE BARRA BONITA;SP;46.172.888/0001-40;Em execução;2023-12-27;02000.005405/2021-00;28150003
918577;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1660582&Usr=guest&Pwd=guest;CONVENIO;100000.00;24320.00;2E870025;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;MUNICIPIO DE MONTEIRO;CE;09.073.628/0001-91;Em execução;2023-12-27;02000.002462/2021-20;39690009
915398;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1658911&Usr=guest&Pwd=guest;CONVENIO;100000.00;30300.00;2E870033;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE QUEIMADOS;CE;39.485.412/0001-02;Em execução;2023-12-27;02000.002556/2021-00;27780010
915396;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1661992&Usr=guest&Pwd=guest;CONVENIO;178849.69;7200.00;2E870031;Equipar o município de Campos Altos para contribuir com o Controle Populacional de Cães e Gatos.;MUNICIPIO DE CAMPOS ALTOS;SC;18.298.190/0001-30;Em execução;2023-12-27;02000.002696/2021-70;39900001
918131;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1661694&Usr=guest&Pwd=guest;CONVENIO;100000.00;2525.25;2E870035;Apoio à gestão da Unidade Básica de Saúde Animal da cidade de São Vicente/SP.;MUNICIPIO DE SAO VICENTE;CE;46.177.523/0001-09;Em execução;2023-12-28;02000.002672/2021-10;41710001
936845;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1747294&Usr=guest&Pwd=guest;TERMO DE FOMENTO;816588.32;0;1,04E+91;Contribuir para o controle populacional de cães e gatos no Município de Aracati – CE.;ASSOCIACAO DE PROTECAO AOS ANIMAIS DE ARACATI/CE - APADA;SP;23.889.774/0001-10;Em execução;2023-12-30;02000.004999/2022-10;41380006
936355;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749369&Usr=guest&Pwd=guest;TERMO DE FOMENTO;100923.14;0;1,04E+91;Promover o acolhimento, a alimentação e castração de cães e gatos em situação de vulnerabilidade em diferentes bairros da cidade de Juazeiro do Norte – CE.;ASSOCIACAO PROTETORA DOS ANIMAIS CARENTES - APAC;SP;18.638.562/0001-20;Em execução;2023-12-30;02000.004996/2022-70;41380006
930418;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1748384&Usr=guest&Pwd=guest;CONVENIO;260000.00;0;1,04E+91;Estruturação e suporte das atividades de saúde e de bem-estar animal, com enfoque no controle populacional de cães e gatos errantes ou em situação de abandono e àqueles pertencentes a pessoas e famílias de baixa renda, residentes no município de Laguna/SC.;MUNICIPIO DE LAGUNA;MG;82.928.706/0001-82;Em execução;2023-12-30;02000.001767/2022-00;41290011
930280;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749484&Usr=guest&Pwd=guest;TERMO DE FOMENTO;260000.00;0;1,04E+91;Estruturação das atividades de saúde e bem estar animal, incluído o controle populacional de cães e gatos;INSTITUTO PET SOCIAL PATINHAS DE RUA;SC;27.848.230/0001-61;Em execução;2023-12-30;02000.001747/2022-20;41380006
930265;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1746049&Usr=guest&Pwd=guest;TERMO DE FOMENTO;192500.00;0;1,04E+91;Prestação de serviços com a finalidade de controle da população de cães e gatos de rua e realização de cirurgias de alta complexidade.;O.N.G. VIVA BICHO;RJ;04.024.684/0001-12;Em execução;2023-12-30;02000.001785/2022-80;41710007
919558;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700455&Usr=guest&Pwd=guest;CONVENIO;447300.00;923.14;2E870035;Ações que contribuem para o controle populacional de animais em situação de vulnerabilidade e abandono.;MUNICIPIO DE MINEIROS DO TIETE;ES;46.199.253/0001-37;Em execução;2023-12-31;02000.005481/2021-10;28150003
919554;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1704593&Usr=guest&Pwd=guest;CONVENIO;118890.00;0;2E870031;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos;MUNICIPIO DE BURITIZEIRO;SP;18.279.067/0001-72;Em execução;2023-12-31;02000.002591/2021-10;39910006
915457;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1662112&Usr=guest&Pwd=guest;CONVENIO;175200.00;5000.00;2E870042;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;MUNICIPIO DE LAGES;RS;82.777.301/0001-90;Em execução;2023-12-31;02000.002589/2021-40;29250015
914644;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1663441&Usr=guest&Pwd=guest;CONVENIO;255000.00;1700.00;2E870033;Aquisição de unidade móvel para o atendimento clinico e veterinário para o controle populacional de animais.;MUNICIPIO DE MANGARATIBA;RJ;29.138.310/0001-59;Em execução;2023-12-31;02000.002517/2021-00;37650002
914384;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1663293&Usr=guest&Pwd=guest;CONVENIO;115653.00;0;2E870032;Estruturação das atividades de saúde e de bem-estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE VITORIA;SP;27.142.058/0001-26;Em execução;2024-01-01;02000.002487/2021-20;14180009
919210;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700431&Usr=guest&Pwd=guest;CONVENIO;408294.26;0;2E870035;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos do município de Morro Agudo.;MUNICIPIO DE MORRO AGUDO;PB;45.345.899/0001-12;Em execução;2024-01-10;02000.005459/2021-60;28150003
919225;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1661418&Usr=guest&Pwd=guest;CONVENIO;150500.00;200;2E870043;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE BUTIA;SP;88.117.718/0001-03;Em execução;2024-01-16;02000.002583/2021-70;28730003
919355;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1700776&Usr=guest&Pwd=guest;CONVENIO;180000.00;5000.00;2E870033;Estruturação das atividades de Saúde e Bem-Estar Animal, incluindo o Controle Populacional de cães e Gatos.;MUNICIPIO DE VARRE-SAI;GO;39.217.831/0001-55;Em execução;2024-01-20;02000.002669/2021-00;41580003
919612;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1701518&Usr=guest&Pwd=guest;CONVENIO;250000.00;15653.00;2E870035;Ampliação das atividades de saúde e bem-estar animal em animais que são recolhidos e acompanhados no canil municipal de Botucatu/SP.;MUNICIPIO DE BOTUCATU;MS;46.634.101/0001-15;Em execução;2024-01-31;02000.005424/2021-20;28150003
915579;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1659502&Usr=guest&Pwd=guest;CONVENIO;404000.00;5353.63;2E870025;Estruturação das atividades de saúde e bem-estar animal, com enfoque no controle populacional de cães e gatos no município de Cabedelo/PB.;MUNICIPIO DE CABEDELO;RS;09.012.493/0001-54;Em execução;2024-03-10;02000.002618/2021-70;37390015
930160;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1749812&Usr=guest&Pwd=guest;CONVENIO;118174.84;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos.;MUNICIPIO DE PITANGUEIRAS;SP;45.370.707/0001-28;Em execução;2024-03-27;02000.001738/2022-30;42000004
915471;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1658611&Usr=guest&Pwd=guest;CONVENIO;2021.00;15000.00;2E870028;Estruturação das atividades de saúde e bem-estar animal, incluindo o controle populacional de cães e gatos.;MUNICIPIO DE CAPELA;MS;13.119.961/0001-61;Prestação de Contas enviada para Análise;2024-04-01;02000.002605/2021-00;31000008
930144;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1746217&Usr=guest&Pwd=guest;CONVENIO;1800000.00;0;1,04E+91;Estruturação das atividades de saúde e bem-estar animal, incluído o controle populacional de cães e gatos;MUNICIPIO DE SILVANIA;RJ;01.068.030/0001-00;Em execução;2024-04-29;02000.001784/2022-30;40580009
